,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,GABAa,H3,M1,mGluR5,MU,NAT,NMDA,VAChT
10,-1.6939827,0.7710876142703668,-0.2176523,-1.5132197,-1.4860182005915454,0.27522364,-2.193459713974436,-1.8475978978194303,0.6096934595256861,-1.3246115593763035,0.6732856709466467,2.6494775747083517,-1.4261544041874503,-2.035782329704258,-1.234885368639532,-2.210779435687309,-1.3417964457192137,1.0792322613961773,-1.3059290630612708
11,-1.7205392,-1.2699478547031917,-0.14261077,-1.7918302,-1.3872069452537756,-0.36899844,-2.0797785657543995,-0.7397917216695696,-1.5733088937997026,-1.0986891510743482,-0.8476157003205566,0.819163209073817,-1.0264472130542206,-0.5762343023007281,-2.0553585765396125,-2.2314048257293964,-0.8986503515110702,-1.7633213591687407,-1.6953862710106908
12,-0.1539406,-2.99857054946036,-2.7084107,-1.1743599,-3.45511978862721,0.4825964,-1.9351991540022886,-2.477903242526297,-0.11649799587260955,-1.2967003287929857,0.6688681633448113,-2.0096574090925263,-1.5876108955775263,-3.765924081671824,-2.4132582146632067,-1.196145095619682,-2.0156070191940265,-0.5967077579184386,-0.8627219556787854
13,-0.60220957,-0.5130333246691033,0.55417556,-0.097137,-0.21237223912416314,-0.50226283,-0.9138330751189084,-0.5630852793040353,-1.6841003514204604,-0.18170071998266568,-0.8472013251336412,0.7213335611596362,-1.0517624984793943,0.084347633045011,-1.1224693810262067,-1.7119122561531115,-0.2392894034905596,-1.6014732967230922,-1.0111339115562634
14,-2.4399424,-0.5830917235155456,-0.090149924,-2.3223872,-1.6240214606433758,0.01689867,-3.5309585764013574,-1.399945078437805,-1.0332971858579565,-1.799700988261986,-0.173191997450604,1.7101383718691328,-1.2227652638493396,-1.1987747492321503,-1.8845100296366024,-2.2839155383892678,-1.5967473508232093,-0.3520769688776536,-2.079361449590703
15,-1.1088037,0.38221826909921425,-0.050457064,-1.2176365,-0.8274492895941853,1.2175764,-1.7587529492337999,-1.8312473114012355,1.3956041418112284,-0.9059130288993978,0.5196633651143866,0.9444132084213014,-1.0419762994290787,-0.8085187798995093,-0.1652873249063204,-1.642583378027893,-1.0669062184355107,0.7788931585189384,-0.5101207799002179
16,0.08415919,0.04635606395743798,0.59832746,0.4236458,0.7396800252824384,0.12106459,-0.21555125528713237,-0.2880492576716484,-0.5200686816320659,0.12210316773824766,-0.20089958305735048,1.457907834443771,-0.8369928697598159,0.42524159720227117,0.22148953420315737,-0.6971366943621232,0.06902641162607054,-0.055108377671721734,-0.1946001430644961
17,-2.4519281,4.037792342735145,0.47679833,-1.9660906,1.4071158436974778,0.58540034,-0.8459211535545131,-1.9118082867698711,0.8376281725375112,-1.0945303858652897,0.5161779062818563,4.9571634816059555,-0.20802227849704427,1.4596302082938248,-0.33313997527621036,-2.2839155383892678,0.24996851335686185,1.244322448556315,-0.6490898217452588
18,-1.4167153,1.0495273856286806,-0.012073537,-0.93962765,0.1271818436600177,-0.20656851,-0.2041151571455595,-0.763018893661173,-1.1631240566521077,-0.6690513602382405,-0.6118811133036871,1.4196497235880787,-0.8097138359189425,0.7795396310949791,-1.2316889946570737,-2.1132343623362506,0.4811945094695167,-0.6514919202048062,-0.8123406906717869
19,-0.7669026,-1.6898903973786739,-1.7560155,-1.0394181,-2.026115550476086,0.37571618,-2.257980747590048,-2.15303794963941,0.599332453738582,-1.2773064013104911,0.4171682873031018,-0.17472653602159136,-0.8568584741632959,-1.7241610136397258,-1.4556156610059423,-1.2855895057752926,-1.899171592468308,0.21857211735345494,-0.42417266640424356
